ID,Study,ref,Pulish,Author,Country,condition,Climatetype,Year,Duration,La,LA,Long,MAP,MAT,Biome,ecosystem,Fertilizer,Treat,n,area1,pH1,TC1,TN1,C,N,P,K,pH,cpH,moisture,SOM,TOC,tTOC,TN,tTN,CN,NH4,NO3,AP,AK,Total,Totalsd,PP,PPsd,Ba,Basd,Fu,Fusd,Om,Omsd,H,Hsd,MI,MIsd,EI,EIsd,SI,SIsd,CI,CIsd,PPI,PPIsd,SP,SPsd,Total1,Totalsd1,PP1,PPsd1,Ba1,Basd1,Fu1,Fusd1,Om1,Omsd1,H1,Hsd1,MI1,MIsd1,EI1,EIsd1,SI1,SIsd1,CI1,CIsd1,PPI1,PPIsd1,SP1,SPsd1,RRTotal,RRPP,RRBa,RRFu,RROm,RRH,RRMI,RREI,RRSI,RRCI,RRPPI,RRSP
104,3,a104,2020,Xinchang Kou,China,A,atemp,4,bMiddle,42.5,42.5,123.6,700,6.3,cropland,A,OF,OFA,3,d,NA,NA,NA,NA,225,NA,NA,5.13,-0.24,10.87,NA,11.53,NA,1.5,1.5,7.69,5.67,10.28,NA,NA,854,43,NA,NA,NA,NA,NA,NA,NA,NA,2.18,0.01,NA,NA,48,4,55,20,NA,NA,NA,NA,NA,NA,1020,70,NA,NA,NA,NA,NA,NA,NA,NA,2.03,0.02,NA,NA,52,12,45,8,NA,NA,NA,NA,NA,NA,-0.177626712,NA,NA,NA,NA,0.071289084,NA,-0.080042708,0.200670695,NA,NA,NA
105,1,a105,2021,Jianwei Cheng,China,A,atemp,3,bMiddle,44.16,44.16,116.47,315,-0.5,grassland,S,IF,IFS,5,a,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,402,86,73.566,NA,123.012,NA,120.6,NA,84.822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,308,69,52.976,NA,85.624,NA,112.728,NA,56.672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.266352306,0.328343982,0.362316294,0.067501447,0.403274682,NA,NA,NA,NA,NA,NA,NA
105,2,a105,2021,Jianwei Cheng,China,A,atemp,3,bMiddle,44.16,44.16,116.47,315,-0.5,grassland,S,IF,IFS,5,a,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,496,78,85.312,NA,209.312,NA,140.864,NA,60.512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,308,69,52.976,NA,85.624,NA,112.728,NA,56.672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.476476144,0.476476144,0.893860344,0.222817049,0.065561431,NA,NA,NA,NA,NA,NA,NA
105,3,a105,2021,Jianwei Cheng,China,A,atemp,3,bMiddle,44.16,44.16,116.47,315,-0.5,grassland,S,IF,IFS,5,a,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,823,77,159.662,NA,311.094,NA,209.865,NA,142.379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,308,69,52.976,NA,85.624,NA,112.728,NA,56.672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.982856418,1.1032201,1.2901295,0.621486629,0.921212255,NA,NA,NA,NA,NA,NA,NA
105,4,a105,2021,Jianwei Cheng,China,A,atemp,3,bMiddle,44.16,44.16,116.47,315,-0.5,grassland,S,IF,IFS,5,a,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,898,202,378.956,NA,353.812,NA,79.922,NA,85.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,382,69,159.294,NA,123.004,NA,29.796,NA,69.906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85474946,0.866668552,1.056548823,0.986677003,0.199140198,NA,NA,NA,NA,NA,NA,NA
105,5,a105,2021,Jianwei Cheng,China,A,atemp,3,bMiddle,44.16,44.16,116.47,315,-0.5,grassland,S,IF,IFS,5,a,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1060,460,382.66,NA,394.32,NA,71.02,NA,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,382,69,159.294,NA,123.004,NA,29.796,NA,69.906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.020603578,0.876395315,1.164945887,0.868587371,1.109434792,NA,NA,NA,NA,NA,NA,NA
105,6,a105,2021,Jianwei Cheng,China,A,atemp,3,bMiddle,44.16,44.16,116.47,315,-0.5,grassland,S,IF,IFS,5,a,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1290,300,443.76,NA,423.12,NA,149.64,NA,273.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,382,69,159.294,NA,123.004,NA,29.796,NA,69.906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.216976889,1.024532324,1.235438952,1.613858253,1.364077011,NA,NA,NA,NA,NA,NA,NA
106,4,a106,2021,Janina Milkereit,USA,N,tropical ,0.3,aShort,38.5,38.5,-121.7,136.2,17.35,corpland ,A,OF,OFA,4,a,NA,NA,NA,NA,336.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.4,3.3,NA,NA,21.7,3.1,NA,NA,9.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,2.9,NA,NA,30.1,3.7,NA,NA,3.2,0.1,NA,NA,NA,NA,NA,NA,NA,0.116474991,NA,-0.327212911,NA,1.045123604
106,5,a106,2021,Janina Milkereit,USA,N,tropical ,0.3,aShort,38.5,38.5,-121.7,136.2,17.35,corpland ,A,OF,OFA,4,a,NA,NA,NA,NA,336.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.1,2.7,NA,NA,20.2,2.7,NA,NA,8.5,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,2.9,NA,NA,30.1,3.7,NA,NA,3.2,0.1,NA,NA,NA,NA,NA,NA,NA,0.125595575,NA,-0.398842567,NA,0.976915354
106,7,a106,2021,Janina Milkereit,USA,N,tropical ,0.3,aShort,38.5,38.5,-121.7,136.2,17.35,corpland ,A,OF,OFA,4,a,NA,NA,NA,NA,336.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.1,3.8,NA,NA,31.1,5.5,NA,NA,2.6,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,2.9,NA,NA,30.1,3.7,NA,NA,3.2,0.1,NA,NA,NA,NA,NA,NA,NA,-0.013323661,NA,0.032682647,NA,-0.207639365
106,8,a106,2021,Janina Milkereit,USA,N,tropical ,0.3,aShort,38.5,38.5,-121.7,136.2,17.35,corpland ,A,OF,OFA,4,a,NA,NA,NA,NA,336.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.6,2.9,NA,NA,32.3,3.4,NA,NA,3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,2.9,NA,NA,30.1,3.7,NA,NA,3.2,0.1,NA,NA,NA,NA,NA,NA,NA,-0.035932009,NA,0.070542058,NA,-0.064538521
107,1,a107,2021,Maria Viketoft,Sweden,E,atemp,17,Long,58.34,58.34,13.1,455,9.1,cropland,A,IF,IFA,4,d,NA,NA,NA,NA,80,40,30,6.37,0.13,NA,35.6868,20.7,0.6,1.7,1.7,12.18,NA,NA,NA,NA,1190,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,957,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.217905195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,2,a107,2021,Maria Viketoft,Sweden,E,atemp,17,Long,58.34,58.34,13.1,455,9.1,cropland,A,IF,IFA,4,d,NA,NA,NA,NA,80,40,30,5.89,-0.35,NA,36.0316,20.9,0.8,1.8,1.8,11.61,NA,NA,NA,NA,1600,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,957,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.513955517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,3,a107,2021,Maria Viketoft,Sweden,E,atemp,17,Long,58.34,58.34,13.1,455,9.1,cropland,A,OF,OFA,4,d,NA,NA,NA,NA,NA,NA,NA,6.23,-0.01,NA,36.7212,21.3,1.2,1.8,1.8,11.83,NA,NA,NA,NA,1190,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,957,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.217905195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,4,a107,2021,Maria Viketoft,Sweden,E,atemp,17,Long,58.34,58.34,13.1,455,9.1,cropland,A,OF,OFA,4,d,NA,NA,NA,NA,NA,NA,NA,6.31,0.07,NA,41.5484,24.1,4,2,2,12.05,NA,NA,NA,NA,1740,420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,957,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.597837001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,5,a107,2021,Maria Viketoft,Sweden,E,atemp,17,Long,58.34,58.34,13.1,455,9.1,cropland,A,OF,OFA,4,d,NA,NA,NA,NA,NA,NA,NA,6.49,0.25,NA,46.548,27,6.9,2.5,2.5,10.8,NA,NA,NA,NA,1070,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,957,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.111610536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,6,a107,2021,Maria Viketoft,Sweden,E,atemp,17,Long,58.34,58.34,13.1,455,9.1,cropland,A,OF,OFA,4,d,NA,NA,NA,NA,NA,NA,NA,5.98,-0.26,NA,40.514,23.5,3.4,2.1,2.1,11.19,NA,NA,NA,NA,1840,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,957,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.653717459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,1,a108,2021,Cristina Lazcano,USA,N,sub,0.75,aShort,37.48,37.48,-122.25,500,15,cropland,A,OF,OFA,6,d,NA,NA,NA,NA,NA,NA,NA,7.9,-0.19,23.56,NA,1.43,NA,1,1,1.43,NA,9.8,NA,NA,265.1,NA,110,33,66.5,16.9,86.8,18.2,1.8,0.98,NA,NA,NA,NA,51.1,2.6,11.6,7.3,69.7,9,3.08,0.29,3.83,0.1,259.53,NA,163,39,46.4,8.9,46.8,10.3,3.33,2,NA,NA,NA,NA,44.1,6.4,21.1,12.2,81.1,13,3.3,0.19,4.54,0.17,0.02123481,-0.393269835,0.359902488,0.617723419,-0.615185639,NA,NA,0.147324715,-0.598267942,-0.151482643,-0.068992871,-0.170062209
108,2,a108,2021,Cristina Lazcano,USA,N,sub,0.75,aShort,37.48,37.48,-122.25,500,15,cropland,A,OF,OFA,6,d,NA,NA,NA,NA,67,29,55,8.17,0.16,21.1,NA,1.46,NA,1,1,1.46,NA,7.6,NA,NA,300.4,NA,204,61,47.8,19.8,46.8,18.7,1.8,1.13,NA,NA,NA,NA,55.7,4.7,13.1,7.2,64.2,14,2.91,0.27,4.23,0.17,259.53,NA,163,39,46.4,8.9,46.8,10.3,3.33,2,NA,NA,NA,NA,44.1,6.4,21.1,12.2,81.1,13,3.3,0.19,4.54,0.17,0.146242617,0.224369793,0.02972618,0,-0.615185639,NA,NA,0.233520364,-0.47666081,-0.23367975,-0.125769387,-0.070725019
109,1,a109,2021,Kai Wei,China,A,sub,15,Long,31.27,31.27,105.5,826,17.3,cropland,A,IF,IFA,3,d,NA,NA,NA,NA,280,NA,NA,7.97,-0.34,NA,NA,NA,NA,1.03,1.03,0,NA,NA,NA,NA,NA,NA,424,119,183,31,109,40,NA,NA,2.9,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136.3,57.5,NA,NA,86.9,35.1,44.8,29.9,62.4,19,NA,NA,2.9,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.5,32.6,NA,1.584975423,1.407278013,0.557782607,NA,0,NA,NA,NA,NA,NA,0.763818433
109,2,a109,2021,Kai Wei,China,A,sub,15,Long,31.27,31.27,105.5,826,17.3,cropland,A,OF,OFA,3,d,NA,NA,NA,NA,280,NA,NA,7.89,-0.42,NA,NA,NA,NA,1.21,1.21,0,NA,NA,NA,NA,NA,NA,489,148,277,100,115,42,NA,NA,3.11,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197.4,23.9,NA,NA,86.9,35.1,44.8,29.9,62.4,19,NA,NA,2.9,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.5,32.6,NA,1.727604457,1.821809367,0.611366853,NA,0.069911989,NA,NA,NA,NA,NA,1.134192221
109,3,a109,2021,Kai Wei,China,A,sub,15,Long,31.27,31.27,105.5,826,17.3,cropland,A,OF,OFA,3,d,NA,NA,NA,NA,280,NA,NA,8.07,0.05,NA,NA,NA,NA,1.21,1.21,0,NA,NA,NA,NA,NA,NA,252,55,119,10,88.2,45.8,NA,NA,2.99,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.7,23.1,NA,NA,86.9,35.1,44.8,29.9,62.4,19,NA,NA,2.9,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.5,32.6,NA,1.064671055,0.976915354,0.346041688,NA,0.03056265,NA,NA,NA,NA,NA,1.023413473
110,1,a110,2021,JOL Vieira J¨²nior,Brazil,S,tropical ,13,Long,-20.63,20.63,-42.05,1580,20.1,shrubwood,S,OF,OFS,3,d,NA,NA,NA,NA,NA,NA,NA,5.8,1.3,25.8,NA,71.82,NA,2.8,2.8,25.65,NA,NA,NA,NA,526,5.63,NA,NA,170,1.14,51,5.16,18,0.74,2.24,0.03,2.03,0.05,82,2.2,56.3,4,NA,NA,3.02,0.03,NA,NA,483,7.2,NA,NA,108,2.73,84,2.83,21,1.27,2.34,0.03,2.28,0.06,65.6,1.9,55.8,4.4,NA,NA,3.02,0.09,NA,NA,0.085284559,NA,0.45366721,-0.498991166,-0.15415068,-0.043675064,-0.11613965,0.223143551,0.008920666,NA,0,NA
110,2,a110,2021,JOL Vieira J¨²nior,Brazil,S,tropical ,13,Long,-20.63,20.63,-42.05,1580,20.1,shrubwood,S,OF,OFS,3,d,NA,NA,NA,NA,NA,NA,NA,5.5,-0.2,27.23,NA,130.17,NA,2.7,2.7,48.21,NA,NA,NA,NA,605,9.09,NA,NA,380,7.72,32,1.12,10,0.65,2.09,0.04,1.48,0.03,103,2,41.5,5.6,NA,NA,2.86,0.06,NA,NA,483,7.2,NA,NA,108,2.73,84,2.83,21,1.27,2.34,0.03,2.28,0.06,65.6,1.9,55.8,4.4,NA,NA,3.02,0.09,NA,NA,0.225211804,NA,1.258040026,-0.965080896,-0.741937345,-0.112986863,-0.432133355,0.451153292,-0.296080442,NA,-0.054435207,NA
110,3,a110,2021,JOL Vieira J¨²nior,Brazil,S,tropical ,13,Long,-20.63,20.63,-42.05,1580,20.1,shrubwood,S,OF,OFS,3,d,NA,NA,NA,NA,NA,NA,NA,5.6,-0.94,30.12,NA,89.93,NA,2.9,2.9,31.01,NA,NA,NA,NA,525,4.59,NA,NA,378,5.83,13,0.97,6,1.08,1.95,0.06,1.56,0.06,96.6,0.7,30.1,3,NA,NA,3.08,0.1,NA,NA,483,7.2,NA,NA,108,2.73,84,2.83,21,1.27,2.34,0.03,2.28,0.06,65.6,1.9,55.8,4.4,NA,NA,3.02,0.09,NA,NA,0.083381609,NA,1.252762968,-1.865867441,-1.252762968,-0.182321557,-0.379489622,0.387003045,-0.617248698,NA,0.019672766,NA
111,1,a111,2022,Lanxi Su,China,A,sub,8,Long,18.7,18.7,110.2,436.1,23.6,cropland,A,IF,IFA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,12.68,61.4,6.6,15.3,2.59,5.4,1.26,17.9,5.36,2.21,0.1,1.18,0.22,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,91,5.17,58.8,4.32,9.2,2.15,6.7,1.34,25.4,2.03,2.14,0.17,1.52,0.13,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.309422059,0.04326798,0.508649344,-0.215708573,-0.349948461,0.032186686,-0.253195896,NA,NA,NA,NA,1.791759469
111,2,a111,2022,Lanxi Su,China,A,sub,8,Long,18.7,18.7,110.2,436.1,23.6,cropland,A,OF,OFA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156,1.73,10.9,1.29,31.4,1.58,18.4,2.47,39.3,1.35,2.42,0.04,2.91,0.09,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,91,5.17,58.8,4.32,9.2,2.15,6.7,1.34,25.4,2.03,2.14,0.17,1.52,0.13,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.538996501,-1.685379066,1.227604409,1.010243138,0.436475345,0.122961711,0.649442746,NA,NA,NA,NA,1.981001469
112,1,a112,2022,Bingbing Wan,China,A,sub,40,Long,28.1,28.1,116.1,1727,15.7,cropland,A,IF,IFA,3,NA,6.9,16.3,1.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331.4,NA,103,9,148,25,47.8,8.7,32.6,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,NA,250.2,NA,78.8,12.1,103,9,37,6.5,31.4,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,NA,0.281065507,0.267815991,0.362483286,0.256107727,0.037504395,NA,NA,NA,NA,NA,NA,0.15415068
112,2,a112,2022,Bingbing Wan,China,A,sub,40,Long,28.1,28.1,116.1,1727,15.7,cropland,A,IF,IFA,3,NA,6.9,16.3,1.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,318.1,NA,133,12,87.9,21.1,56.5,17.4,40.7,12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,NA,250.2,NA,78.8,12.1,103,9,37,6.5,31.4,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,NA,0.240105201,0.523436131,-0.158529184,0.423322726,0.2594202,NA,NA,NA,NA,NA,NA,0.287682072
112,3,a112,2022,Bingbing Wan,China,A,sub,40,Long,28.1,28.1,116.1,1727,15.7,cropland,A,OF,OFA,3,NA,6.9,16.3,1.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,947.7,NA,279,15,439,34,139,24,90.7,19.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,250.2,NA,78.8,12.1,103,9,37,6.5,31.4,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,NA,1.331777398,1.264298785,1.449770425,1.32355602,1.060749464,NA,NA,NA,NA,NA,NA,1.203972804
112,4,a112,2022,Bingbing Wan,China,A,sub,40,Long,28.1,28.1,116.1,1727,15.7,cropland,A,OF,OFA,3,NA,6.9,16.3,1.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,890,NA,230,58,306,39,180,11,174,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.6,NA,250.2,NA,78.8,12.1,103,9,37,6.5,31.4,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,NA,1.268960865,1.071166312,1.088856114,1.582038938,1.712247406,NA,NA,NA,NA,NA,NA,1.488077055
112,5,a112,2022,Bingbing Wan,China,A,sub,40,Long,28.1,28.1,116.1,1727,15.7,cropland,A,IF,IFA,3,NA,6,9.39,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,592.7,NA,376,54,97,15,51.1,7.6,68.6,15.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,NA,373.6,NA,267,30,36.4,15.1,44.6,5.4,25.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,NA,0.461502662,0.342340485,0.980142204,0.136050638,0.985700183,NA,NA,NA,NA,NA,NA,-0.147324715
112,6,a112,2022,Bingbing Wan,China,A,sub,40,Long,28.1,28.1,116.1,1727,15.7,cropland,A,IF,IFA,3,NA,6,9.39,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,352.6,NA,185,24,72.7,18.2,56.5,7.6,38.4,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,NA,373.6,NA,267,30,36.4,15.1,44.6,5.4,25.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,NA,-0.057851436,-0.366892833,0.69177261,0.236506779,0.405465108,NA,NA,NA,NA,NA,NA,-0.147324715
112,7,a112,2022,Bingbing Wan,China,A,sub,40,Long,28.1,28.1,116.1,1727,15.7,cropland,A,OF,OFA,3,NA,6,9.39,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,597.9,NA,203,15,188,30,122,15,84.9,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,373.6,NA,267,30,36.4,15.1,44.6,5.4,25.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,NA,0.47023781,-0.274042679,1.641873188,1.006287186,1.198881742,NA,NA,NA,NA,NA,NA,0.651182981
112,8,a112,2022,Bingbing Wan,China,A,sub,40,Long,28.1,28.1,116.1,1727,15.7,cropland,A,OF,OFA,3,NA,6,9.39,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,599.9,NA,258,63,194,39,63,18.5,84.9,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,NA,373.6,NA,267,30,36.4,15.1,44.6,5.4,25.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,NA,0.473577268,-0.034289073,1.673289384,0.345400867,1.198881742,NA,NA,NA,NA,NA,NA,0
114,1,a114,2023,Jesper Liengaard Johansen,Denmark,E,atemp,17,Long,55.66,55.66,-12.3,765.3,9.13,cropland,A,IF,IFA,3,NA,NA,NA,NA,NA,70,0.006,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.183,NA,2.94,0.77,2.5,0.13,0.412,0.123,0.331,0.082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.89,0.03,2.54,NA,0.941,0.119,0.875,0.125,0.3,0.071,0.424,0.053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.67,0.04,0.88963951,1.139221721,1.049822124,0.317240875,-0.24761508,NA,NA,NA,NA,NA,NA,0.025058259
114,2,a114,2023,Jesper Liengaard Johansen,Denmark,E,atemp,17,Long,55.66,55.66,-12.3,765.3,9.13,cropland,A,IF,IFA,3,NA,NA,NA,NA,NA,40,1.5,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.372,NA,3.29,0.18,3.25,0.38,0.559,0.053,0.273,0.076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,0.03,2.54,NA,0.941,0.119,0.875,0.125,0.3,0.071,0.424,0.053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.67,0.04,1.065524959,1.251699704,1.312186389,0.622366998,-0.44026166,NA,NA,NA,NA,NA,NA,0.003454235
115,1,a115,2023,Liji Wu,China,A,sub,11,Long,43.3,43.3,116,322,0.9,grassland,S,IF,IFS,9,NA,NA,NA,NA,NA,66.6,13.32,NA,6.59,-0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,814.8148148,185.1851852,86.7,20.3,754,296,57.7,38.5,40,27.8,2.35,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245,98,777.7777778,388.8888889,86.7,44.3,649,316,125,135,26.7,17.7,2.4,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,147,0.046520016,0,0.149959651,-0.773056564,0.404215889,-0.021053409,NA,NA,NA,NA,NA,0.144671936
115,2,a115,2023,Liji Wu,China,A,sub,11,Long,43.3,43.3,116,322,0.9,grassland,S,IF,IFS,9,NA,NA,NA,NA,NA,66.6,26.64,NA,6.8,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,407.4074074,870.3703704,60,31.1,404,716,57.7,96.3,24.4,10,2.38,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,257,12,877.7777778,122.2222222,86.7,44.3,649,316,125,135,26.7,17.7,2.4,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,147,-0.767579775,-0.368109322,-0.474017839,-0.773056564,-0.090080433,-0.00836825,NA,NA,NA,NA,NA,0.19248981
115,3,a115,2023,Liji Wu,China,A,sub,11,Long,43.3,43.3,116,322,0.9,grassland,S,IF,IFS,9,NA,NA,NA,NA,NA,66.6,53.28,NA,6.47,-0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,518.5185185,1185.185185,73.3,22.3,930,250,86.5,144.5,27.8,35.5,2.41,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229,114,977.7777778,300,86.7,44.3,649,316,125,135,26.7,17.7,2.4,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,147,-0.634306681,-0.167893275,0.359751869,-0.368169323,0.040372455,0.00415801,NA,NA,NA,NA,NA,0.077135729
